climateConceptId;stringRepresentation;incomingConnections (climateConceptIds);outgoingConnections (climateConceptIds);x;y;sourceUrls;sourceOriginalTexts
824236872;increase_[]_fertilizer_waterway contamination;[4143112916];[];282;130;[https://e360.yale.edu/features/climate-whiplash-wild-swings-in-extreme-weather-are-on-the-rise];[In the future, weather whiplash could mean an intense drought year followed by record rains that don’t allow planting or that wash fertilizer into waterways.]
2261956420;increase_[]_carbon_emissions;[1251554967, 1201397652, 3062034958, 419252930];[1073918139];2278;1334;[https://www.smh.com.au/environment/climate-change/australia-among-global-hot-spots-as-droughts-worsen-in-warming-world-20200601-p54ydh.html];[While a more moderate emissions trajectory will still produce more intense, frequent and longer lasting droughts in most of the world's mid-latitude regions than current conditions, the shift will be less than if carbon emissions remain near the top of forecasts.]
429340181;increase_['common variable']_immunodeficiency_occurrence;[];[3348691224];192;-273;[https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4928742/];[(i.e., IgG subclass deficiency, IgA deficiency or common variable immunodeficiency), are associated with recurrent respiratory and gastrointestinal infections of varying severity [14].]
1600029154;increase_[]_health_risk;[2972555015, 2970002702];[];413;76;[https://insideclimatenews.org/news/04062019/children-climate-change-lawsuit-health-risk-juliana-case-appeals-court];[The 21 children and young adults suing the federal government over climate change argue that they and their generation are already suffering the consequences of climate change, from worsening allergies and asthma to the health risks and stress that come with hurricanes, wildfires and sea level rise threatening their homes.]
1993808532;increase_[]_travel_occurrence;[];[4040313540];458;268;[http://theconversation.com/will-climate-change-cause-humans-to-go-extinct-117691];[Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases).]
1974141466;increase_[]_climate change_physical risks;[1916940906];[85504399];2408;648;[https://www.americanprogress.org/issues/economy/reports/2019/11/21/477190/climate-change-threatens-stability-financial-system/];[The Economist’s Intelligence Unit estimates that the current value of direct private investor losses globally due to the physical risks of climate change is between $4.2 trillion and $13.8 trillion, depending on the warming]
762846987;decrease_[]_heat_accumulation;[3486128989, 3864343877, 4097850023, 1129396382];[];-678;-801;[https://theconversation.com/if-we-stopped-emitting-greenhouse-gases-right-now-would-we-stop-climate-change-78882];[In order to stop the accumulation of heat, we would have to eliminate not just carbon dioxide emissions, but all greenhouse gases, such as methane and nitrous oxide.]
1230104579;increase_[]_land_drying event occurrence;[];[2113556324];2460;538;[https://www.carbonbrief.org/explainer-nine-tipping-points-that-could-be-triggered-by-climate-change];[Similarly, rapid permafrost thaw can also be triggered – and enhanced – by disturbances such as fire, abrupt drying events, soil subsidence and erosion resulting from ice-rich permafrost thaw (known as “thermokarst”).]
3765026771;increase_[]_health_issues;[204604569];[];371;81;[https://www.civilbeat.org/2019/08/climate-change-is-making-hawaiis-beaches-more-dangerous/];[Fletcher also has concerns about more hot, windless days leading to serious health issues or even death, as other parts of the world have experienced.]
1433820854;increase_['high and low']_pressure systems_occurrence;[];[3323138801];2689;422;[https://www.pbs.org/newshour/nation/is-climate-change-making-hurricanes-stall];[Instead, they are pushed around the ocean by wind streams, which are caused by high and low pressure systems in the atmosphere.]
354547897;increase_['deadly']_heat wave_occurrence;[];[2803039152];1524;580;[https://www.climatecentral.org/news/extreme-heat-when-outdoor-sports-become-risky-2019];[Japan’s deadly summer heat waves have caused the 2020 Tokyo Olympic organizers to reschedule the Olympic marathon to begin at 6 a.m. to avoid the highest heat at mid-day and to put in place measures to keep spectators and participants safe from the heat and humidity next summer.]
3635100677;decrease_[]_farming_income amount;[3660195283, 2041771271];[];3609;-839;[https://spectrumnews1.com/wi/madison/news/2020/10/06/climate-change-report-details-current-and-future-impacts-in-wisconsin];[Stronger storms, like the Derecho winds that wiped out an estimated 10 million acres of corn in Iowa, can hurt the bottom line for farmers.]
2623084026;increase_['low-carbon']_investments_occurrence;[];[1960053520];-716;-659;[http://theconversation.com/climate-change-puts-health-at-risk-and-economists-have-the-right-prescription-118797];[By returning the revenues through household rebates, tax cuts and low-carbon investments like public transit, governments are using the revenues from carbon pricing to make the transition to a cleaner economy more affordable.]
2563820993;increase_['outdoor', 'indoor']_air pollution_amount;[];[4215609966];-1083;674;[https://www.intechopen.com/books/contemporary-topics-of-pneumonia/pneumonia-a-challenging-health-concern-with-the-climate-change];[Malnutrition, low birth weight, nonexclusive breast-feeding, lack of measles vaccination, outdoor and indoor air pollution and crowding, mother’s education, parental smoking, vitamin A and/or zinc deficiencies are thought to influence children susceptibility to infections in developing countries.]
2905573114;increase_['compromised']_food_incidence;[];[514857095];2868;-554;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[The increases in PTSD and depression found in pregnant women exposed to Hurricane Katrina were likely due to the severity of the event and the intensity of the disaster experience rather than a general exposure to the event.42, 156The many consequences of natural disasters, such as destruc- tion of homes, and of gradual climate change impacts, such as rising temperatures, incidence of vector-borne illness, water- borne illness, and even compromised food,160 can all contrib- ute to the emotional stress that women have while pregnant, nursing, or responsible for young children.]
498430437;decrease_[]_adherence with prescribed treatment_extent;[];[633558448, 4072172012];74;-63;[https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3359893/];[Known or potential EL risk factors for disparities in asthma or asthma morbidity include cigarette smoking and environmental tobacco smoke (ETS), prematurity or low birth weight, allergen exposure, indoor and outdoor air pollution, diet, obesity, vitamin D insufficiency, viral respiratory infections (e.g., due to crowding), psychosocial stress, and poor adherence with prescribed treatment.]
1728755136;increase_[]_snowpack_early melting;[3635309554];[];1575;514;[https://news.stanford.edu/press-releases/2018/11/28/reflections-california-wildfires/];[With regards to the conditions in California over the past few years, it is clear from multiple lines of evidence that California is now in a new climate, in which conditions are much more likely to be hot, leading to earlier melting of snowpack and exacerbating periods of low precipitation when they occur.]
3224267840;increase_['slushy']_conditions_occurrence;[4124281311];[2638961604];1202;210;[https://www.npr.org/2020/02/18/803125282/how-warming-winters-are-affecting-everything];[Heavy snow on top of that led to slushy conditions that aren't conducive to safe fishing.]
3199593528;increase_['traffic-related']_particulate_long-term exposure;[];[2698840464];-821;718;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[Ranft, U., T. Schikowski, D. Sugiri, J. Krutmann, and U. Kramer, 2009: Long-term exposure to traffic-related particulate matter impairs cognitive function in the elderly.]
1789417382;increase_[]_ocean_acidification;[3064021550];[];4355;670;[https://www.wri.org/blog/2018/10/half-degree-and-world-apart-difference-climate-impacts-between-15-c-and-2-c-warming];[Loss of fishery productivity at low latitudes, acidification, dead zones and other dangerous conditions are projected to be more pronounced with warming higher than 1.5°C.]
3562299370;increase_['on-snow']_rain_events;[3064021550];[3723243709];592;620;[https://e360.yale.edu/features/climate-whiplash-wild-swings-in-extreme-weather-are-on-the-rise];[One is warming that leads to a rain-on-snow event, which can cause flooding and flushing of nutrients out of the system, and another is a winter heat wave, such as one that hit New England in February 2017 with 70-degree temperatures.]
2580274151;increase_['hyperactive']_hurricane_season hyperactivity;[2567551455];[];3057;541;[https://www.nytimes.com/2020/11/10/climate/climate-change-hurricanes.html];[The warmer ocean temperatures are “absolutely responsible for the hyperactive season,” said James P. Kossin, a climate scientist with the National Oceanic and Atmospheric Administration.]
3517857875;increase_['interpersonal']_violence_occurrence;[1306712947, 3649234979, 956657781, 2790394473, 145893722];[];1544;-1096;[https://oxfordre.com/view/10.1093/acrefore/9780190228620.001.0001/acrefore-9780190228620-e-344];[In many of these cases, an environmental disaster was a flashpoint which ultimately culminated in interpersonal violence due to lost infrastructure, fear and uncertainty, perceived scarcity or competition, or massive relocation—all factors that weaken social control and counteract the mechanisms societies use to resolve disputes peacefully (Nardulli et al., 2015).]
2813630168;increase_['ice-rich']_permafrost_thaw;[];[2113556324];3335;715;[https://www.carbonbrief.org/explainer-nine-tipping-points-that-could-be-triggered-by-climate-change];[Similarly, rapid permafrost thaw can also be triggered – and enhanced – by disturbances such as fire, abrupt drying events, soil subsidence and erosion resulting from ice-rich permafrost thaw (known as “thermokarst”).]
1484554572;increase_[]_rain_rainfall;[3549632353];[];1163;562;[https://www.nature.com/articles/s41612-019-0074-8];[Together, increased stalling and increased rain during stalls imply increased coastal rainfall from TCs, other factors equal.]
3047887476;increase_['island']_road_erosion;[3508731, 3791787991];[];1772;-201;[https://en.wikipedia.org/wiki/Isle_de_Jean_Charles,_Louisiana];[In the 1940s, companies began offshore oil drilling projects and dredging near the island, activities which contributed to the erosion of the island and its island road.[11]]
1602195945;increase_[]_heat stroke_risk;[860393405];[];-28;-22;[https://www.barrons.com/articles/7-ways-youre-already-paying-for-climate-change-51599995430];[Any added heat, particularly in summer months, puts workers at greater risk for dehydration, heat stroke, and other heat-related illnesses.]
1888135545;increase_[]_global warming_surpass 1.5°C;[];[2621600945, 1498953135];2371;961;[https://www.zdnet.com/article/ai-can-fight-climate-change-but-theres-a-catch-optimization-doesnt-automatically-equal-emissions-reduction/];[A report last year by the Intergovernmental Panel on Climate Change of the United Nations started that "without increased and urgent mitigation ambition in the coming years, leading to a sharp decline in greenhouse gas emissions by 2030, global warming will surpass 1.5°C in the following decades, leading to irreversible loss of the most fragile ecosystems, and crisis after crisis for the most vulnerable people and societies."]
997143486;increase_[]_maize_yield losses;[1897205423, 3734511371, 3316167927, 3252706590];[];3436;-460;[https://physicsworld.com/a/crops-at-risk-from-changing-climate/];[Unusually cold nights, ever greater numbers of extremely hot summer days, weeks with no rainfall, or torrents of storm-driven precipitation, account for somewhere between a fifth to 49% of yield losses for maize, rice, spring wheat and soy beans.]
3300203521;increase_['round-trip']_flights_occurrence;[];[222060901];1878;1739;[https://www.bbc.com/future/article/20191010-how-to-beat-anxiety-about-climate-change-and-eco-awareness];[Round-trip flights between London and Guwahati, the closest airport to North Salmara, emit over three tonnes of carbon dioxide – about twice as much as the average Indian emits in a whole year.]
2057888247;increase_['federal facility']_flood_cost;[1599844502];[];2404;-227;[https://www.eesi.org/files/IssueBrief_Climate_Change_Security_Implications.pdf];[These risks are crop insurance, health care, wildfire suppression, hurricane-related disaster relief, and federal facility flood risk, all of which are anticipated to cost billions of dollars more by the end of the century due to the impacts of climate change.23]
3007590166;increase_[]_sea_temperatures;[];[458305070];3020;814;[https://e360.yale.edu/features/with-temperatures-rising-can-animals-survive-the-heat-stress];[Coral bleaching occurs when high sea temperatures cause the living corals to expel the symbiotic algae on which the corals depend.]
106377738;increase_['unprecedented']_lightning_siege;[];[2244668000];1867;365;[https://www.usatoday.com/story/news/nation/2020/08/22/california-wildfires-updates-saturday-map-redwood-trees-burn-big-basin/3419083001/];[Many of the blazes were sparked by an unprecedented lightning siege of nearly 12,000 strikes over a three-day period.]
808616080;increase_[]_climate_disruption;[];[3248215284];2498;634;[https://www.theguardian.com/environment/2019/dec/10/greenland-ice-sheet-melting-seven-times-faster-than-in-1990s];[Oceans have absorbed most of the excess heat arising from our disruption of the climate to date, and much of the carbon dioxide, but they are reaching the limits of their capacity to do so.]
3400369482;decrease_[]_rain_rainfall;[1178355390];[];2414;458;[https://www.sciencedaily.com/releases/2019/09/190910154657.htm];[Whether dark or light, according to Randerson, aerosols from fires may also have an effect on clouds that make it harder for water droplets to form in the tropics, and thus reduce rainfall -- and increase drying.]
164674263;increase_[]_land_average temperature;[1925045096];[];2231;778;[https://www.capeandislands.org/post/2019-could-turn-out-be-classic-example-climate-change];[That persistence, and what Francis calls the waviness of the jet stream, are fingerprints of human-caused climate change, particularly the disproportionate warming of the Arctic.]
3741110601;increase_[]_fire_intensity;[];[2745082887, 584998545];1651;275;[https://www.nytimes.com/2019/12/05/climate/california-fire-insurance-climate.html];[One consequence of global warming is that it intensifies natural disasters such as fires and floods, but insurers have struggled to anticipate the spiraling costs.]
982373263;increase_['coral']_reef_total destruction;[1881736072];[];4838;184;[https://www.theguardian.com/environment/2019/mar/04/heatwaves-sweeping-oceans-like-wildfires-scientists-reveal];[As heatwaves have increased, kelp forests, seagrass meadows and coral reefs have been lost.]
1542778642;increase_['geopolitical']_conflict_occurrence;[];[538825605];1443;-830;[https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4928742/];[For example, it has been estimated that over 200 million persons may be forced to leave their place or country of residence by 2050 due to a combination of climate change-related shoreline erosion, coastal flooding, desertification, agricultural change, natural disasters, government policy or geopolitical conflict [73].]
48721790;increase_[]_managed retreat_talk;[];[4239063685];3713;116;[https://www.latimes.com/projects/la-me-sea-level-rise-california-coast/];[For Suzanne Drake, a historical-society volunteer who cobbled together enough money during the recession to buy “the ugliest house on the prettiest street in town,” talk of managed retreat has kicked up an anger she didn’t know she had.]
2421705487;increase_['parasitic']_infection_occurrence;[];[2253339172];2516;1349;[https://www.theverge.com/21505736/climate-change-cattle-livestock-infectious-disease-methane];[Parasitic infections can lead to a number of changes that could increase methane emissions from livestock.]
310771246;increase_[]_crop_losses;[2915316690];[];3545;-564;[https://physicsworld.com/a/crops-at-risk-from-changing-climate/];[And once international scientists had eliminated the effect of temperature averages across the whole growing season, they still found that heatwaves, drought and torrential downfall accounted for 18% to 43% of losses.]
3833222868;increase_[]_population_growth;[];[387940889];1693;1925;[https://www.greenfacts.org/en/impacts-global-warming/l-2/index.htm];[Although the most adverse impacts on water availability are likely to occur in association with growing water demand as the world population increases, some estimates indicate that a 4°C warming would significantly exacerbate existing water scarcity in many regions, particularly northern and eastern Africa, the Middle East, and South Asia, while additional countries in Africa would be newly confronted with water scarcity on a national scale due to population growth.]
342037990;decrease_['vegetation']_albedo_extent;[3530920422];[1005915310];296;222;[https://www.carbonbrief.org/explainer-nine-tipping-points-that-could-be-triggered-by-climate-change];[Similarly, shrub tundra is expanding into colder regions as a result of warming and this process will continue…There will be, as a result, a decrease in vegetation albedo – especially in spring – which will amplify the warming locally.]
1180327114;increase_[]_carbon pricing_revenue returns;[];[1960053520];-682;-708;[http://theconversation.com/climate-change-puts-health-at-risk-and-economists-have-the-right-prescription-118797];[By returning the revenues through household rebates, tax cuts and low-carbon investments like public transit, governments are using the revenues from carbon pricing to make the transition to a cleaner economy more affordable.]
2235830601;increase_['serious', 'deadly']_assaults_counts;[3064021550, 1495047256];[];1401;-1193;[http://www.psychologicalscience.org/observer/global-warming-and-violent-behavior];[The researchers estimated, based on these findings, that a 1oC increase in average temperature — a fairly conservative estimate of climate change in the following decades — will likely yield a 6% increase in violent crime rates, as many as 25,000 more serious and deadly assaults per year in the United States alone.]
4141651076;increase_['air']_pollution_levels;[2396796549];[];-1089;709;[https://grist.org/article/growing-body-of-science-links-fracking-to-harm-to-health/];[Increasingly, they found, studies connect fracking operations to air pollution, contaminated or depleted drinking water, and earthquakes.]
3797269505;increase_[]_Nipah virus_outbreak;[];[2914585234];791;-260;[https://www.thedailybeast.com/get-ready-for-more-coronavirus-nightmares-thanks-to-climate-change];[In the 1998-1999 Nipah virus outbreak in Malaysia that killed more than 100 people, for example, researchers concluded that fruit bats dislodged by forest fires and an El Niño-related drought began feeding on fruit trees grown on the same farms as pigs.]
1020361239;increase_[]_company_financial risks;[2091948294, 1293020160];[];2279;-459;[https://www.nytimes.com/2019/06/04/climate/companies-climate-change-financial-impact.html];[Under pressure from shareholders and regulators, companies are increasingly disclosing the specific financial impacts they could face as the planet warms, such as extreme weather that could disrupt their supply chains or stricter climate regulations that could hurt the value of coal, oil and gas investments.]
1253797194;increase_[]_ocean_dead zones;[3064021550];[];4784;223;[https://www.wri.org/blog/2018/10/half-degree-and-world-apart-difference-climate-impacts-between-15-c-and-2-c-warming];[Loss of fishery productivity at low latitudes, acidification, dead zones and other dangerous conditions are projected to be more pronounced with warming higher than 1.5°C.]
2838553399;increase_['interpersonal']_violence_frequency;[2000782527, 1631443205];[];1595;-1235;[https://oxfordre.com/view/10.1093/acrefore/9780190228620.001.0001/acrefore-9780190228620-e-344];[A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013).]
3864343877;decrease_[]_greenhouse gas_emissions;[];[762846987];-787;-833;[https://theconversation.com/if-we-stopped-emitting-greenhouse-gases-right-now-would-we-stop-climate-change-78882];[In order to stop the accumulation of heat, we would have to eliminate not just carbon dioxide emissions, but all greenhouse gases, such as methane and nitrous oxide.]
612809707;increase_[]_reef_devastation;[981501799];[];4627;188;[https://www.carbonbrief.org/explainer-nine-tipping-points-that-could-be-triggered-by-climate-change];[“We are already seeing severe bleaching around the world and the recent 2014-17 global coral bleaching event has been devastating for many reefs around the world.]
2740752968;decrease_[]_atmosphere_moisture;[1978379651];[];2480;227;[https://www.carbonbrief.org/explainer-nine-tipping-points-that-could-be-triggered-by-climate-change];[Finally, the third cause would be the direct impact of deforestation – fewer trees mean less evapotranspiration and less moisture entering the atmosphere.]
1160982933;decrease_['single-use']_plastic_pollution;[2829355890, 153975024];[2783643157, 153975024, 2829355890];-160;-754;[https://www.surfrider.org/coastal-blog/entry/the-link-between-fossil-fuels-single-use-plastics-and-climate-change];[This makes the fight against single-use plastic pollution more compelling and holistic, realizing that good choices in renewable energy and climate friendly decisions may also help reduce single-use plastic production and pollution, and vice versa.]
306172461;increase_[]_lightning_strikes;[723915832];[];1926;341;[https://www.washingtonpost.com/outlook/wildfires-climate-change/2020/09/17/d590d9b8-f886-11ea-a275-1a2c2d36e1f1_story.html];[Daytime high temperatures this summer were warmer than usual — but what really fueled the fire here, after lightning strikes started the blaze, were the temperatures after dark.]
3070188265;increase_['Category 5']_storm_occurrence;[];[1167550798];3064;448;[https://www.americanprogress.org/issues/economy/reports/2019/11/21/477190/climate-change-threatens-stability-financial-system/];[In 1992, the Category 5 storm devastated South Florida, inflicting $15.5 billion of insured damage and causing at least 16 insurance companies to fail.18]
1631443205;increase_['extreme']_rainfall_amount;[2752199693, 2428380153];[964437667, 2838553399];615;645;[https://www.sciencedaily.com/releases/2020/01/200102143401.htm];[at Stony Brook University, and published in Science Advances, found that Hurricane Florence produced more extreme rainfall and was spatially larger due to human-induced climate change.]
3616727858;increase_[]_home_disaster risk;[2970002702];[];2129;-136;[https://insideclimatenews.org/news/04062019/children-climate-change-lawsuit-health-risk-juliana-case-appeals-court];[The 21 children and young adults suing the federal government over climate change argue that they and their generation are already suffering the consequences of climate change, from worsening allergies and asthma to the health risks and stress that come with hurricanes, wildfires and sea level rise threatening their homes.]
1592647876;increase_[]_fire_speed;[98044134, 3368066912, 723915832];[];1974;248;[https://www.usatoday.com/story/news/nation/2020/08/22/california-wildfires-updates-saturday-map-redwood-trees-burn-big-basin/3419083001/];["These lightning strikes, this unprecedented heat dome, these world record temperatures, unprecedented in human history – we’re experiencing more and more of that because of climate change, and as a consequence, these fires are more ferocious, and they’re moving at much more rapid speeds," Newsom said.]
4262689351;increase_[]_summer_temperatures;[];[3903398984];1844;656;[https://www.nytimes.com/2020/09/10/us/climate-change-california-wildfires.html];[A scorching summer led to dry conditions never before experienced.]
3649234979;decrease_[]_infrastructure_amount;[1306712947];[2094305576, 3517857875, 1337673111];2207;-238;[https://oxfordre.com/view/10.1093/acrefore/9780190228620.001.0001/acrefore-9780190228620-e-344];[In many of these cases, an environmental disaster was a flashpoint which ultimately culminated in interpersonal violence due to lost infrastructure, fear and uncertainty, perceived scarcity or competition, or massive relocation—all factors that weaken social control and counteract the mechanisms societies use to resolve disputes peacefully (Nardulli et al., 2015).]
815412208;increase_[]_suicide_risk;[1666932461];[];1020;-855;[https://www.nytimes.com/2019/11/21/climate/farms-climate-change-crops.html];[“With all the economic stress going on, farmers and ranchers are at higher risk for suicide,” said David Brown, a behavioral health state specialist at Iowa State University who helped to start a mental health program this year to inform the farming community about risk signs.]
3332229124;increase_['nonexclusive']_breast-feeding_occurrence;[];[4215609966];-52;-69;[https://www.intechopen.com/books/contemporary-topics-of-pneumonia/pneumonia-a-challenging-health-concern-with-the-climate-change];[Malnutrition, low birth weight, nonexclusive breast-feeding, lack of measles vaccination, outdoor and indoor air pollution and crowding, mother’s education, parental smoking, vitamin A and/or zinc deficiencies are thought to influence children susceptibility to infections in developing countries.]
2667627907;increase_[]_death_rates;[4275540049, 3133426751];[];1758;-1564;[https://covidclimate.com/];[- U.S. EPA is allowing the sale of dirtier "winter fuel" gasoline during COVID-19, worsening air quality in the midst of a respiratory virus pandemic, which will lead to extra deaths.]
871092415;increase_['ragweed', 'grasses']_plant_pollen production;[1674793550];[];25;747;[https://www.vox.com/2019/4/8/18300342/pollen-season-2019-allergies-climate-change];[Researchers have found that grasses and ragweed plants increase their pollen production in response to localized surges in carbon dioxide, like from the exhaust of cars along a highway.]
2091948294;decrease_['coal', 'gas', 'oil']_investments_values;[545753202];[1020361239];-818;-484;[https://www.nytimes.com/2019/06/04/climate/companies-climate-change-financial-impact.html];[Under pressure from shareholders and regulators, companies are increasingly disclosing the specific financial impacts they could face as the planet warms, such as extreme weather that could disrupt their supply chains or stricter climate regulations that could hurt the value of coal, oil and gas investments.]
305867439;increase_['mental']_health_issues;[3971570542, 2443982764, 1251329840, 100899745, 1107686733, 1079904793, 1019197925, 1202237959, 2817449182, 1203608913, 4073110571, 247568231, 435476402, 3139379297, 2433861945];[];962;-806;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[Though many of these studies describe the mental health impacts of specific historical events, they demonstrate thetypes of mental health issues that will continue to arise as climate change leads to increases in the frequency, severity, and duration of extreme climate- and weather-related events such as floods, hurricanes, droughts, and wildfires.17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 41, 50, 51, 68, 70 Strong support is found in a number of recent studies for the potential for climate change-related psychological effects, including grief/bereavement, increased substance use or misuse, and thoughts of suicide.19, 35, 36, 37, 38, 60\nResearch on individual resilience and recovery shows that a majority of individuals psychologically affected by a traumatic event will recover over time.]
350024020;increase_[]_tree_withering;[];[213244925];3369;-545;[https://www.nytimes.com/2019/05/12/world/australia/climate-change-torres-strait-islands.html];[Other trees, withering from the heat, have stopped bearing edible fruit.]
1791439216;decrease_['mental']_health_condition;[269436326, 237358104, 352074513];[];927;-898;[https://www.theguardian.com/environment/2019/jun/03/climate-crisis-seriously-damaging-human-health-report-finds];[Scorching heatwaves and floods will claim more victims as extreme weather increases but there are serious indirect effects too, from spreading mosquito-borne diseases to worsening mental health.]
2394029853;increase_[]_rainfall_amount;[];[3949577968];1024;580;[https://www.intechopen.com/books/contemporary-topics-of-pneumonia/pneumonia-a-challenging-health-concern-with-the-climate-change];[The threat on global health are highlighted by many previous studies such as one report from Australia about an increased incidence in childhood pneumonia associated with sharp temperature drops from 1 day to the next [10], or the outbreak of Hantavirus, which occurred in Panama in 2000, linked to the increase in rodent population attributed to a substantial increase in rainfall [11].]
903738311;increase_[]_human_mortality;[723915832];[];1756;-1541;[http://www.climatesciencewatch.org/2019/06/28/as-climate-change-creates-a-true-public-health-emergency-trump-administration-quashes-federal-climate-program-and-exiles-its-director/];[Extreme temperatures leading to greater morbidity and mortality is no surprise to the climate scientists who have been warning of such climate change impacts for years.]
2811625371;increase_[]_hypoxemia_extent;[1802798293];[];404;-608;[https://www.intechopen.com/books/contemporary-topics-of-pneumonia/pneumonia-a-challenging-health-concern-with-the-climate-change];[The mismatch in the ventilation-perfusion ratio due to the reduced minute-ventilation increases the hypoxemia.]
865145817;increase_[]_PM2.5_long-term exposure;[];[3408550308];-958;747;[https://projects.iq.harvard.edu/covid-pm/home];[A small increase in long-term exposure to PM2.5 leads to a large increase in the COVID-19 death rate.]
4137100572;increase_[]_soil_subsidence;[];[2113556324];3571;891;[https://www.carbonbrief.org/explainer-nine-tipping-points-that-could-be-triggered-by-climate-change];[Similarly, rapid permafrost thaw can also be triggered – and enhanced – by disturbances such as fire, abrupt drying events, soil subsidence and erosion resulting from ice-rich permafrost thaw (known as “thermokarst”).]
1221948630;decrease_[]_livelihoods_quality;[314515249];[];1314;-449;[http://www.psychologicalscience.org/observer/global-warming-and-violent-behavior];[That rapid climate change will (and already is) negatively affecting the livelihoods and aggressive tendencies of individuals is obvious, but it is informative to consider how entire populations respond to these effects.]
3906102226;increase_[]_CO2_cumulative emissions;[3528475874];[];1977;1270;[https://www.nature.com/articles/s41586-019-1364-3];[We estimate that, if operated as historically, existing infrastructure will cumulatively emit about 658 gigatonnes of CO2 (with a range of 226 to 1,479 gigatonnes CO2, depending on the lifetimes and utilization rates assumed).]
1302632308;increase_['outdoor', 'indoor']_air pollution_occurrence;[];[633558448, 4072172012];-1038;692;[https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3359893/];[Known or potential EL risk factors for disparities in asthma or asthma morbidity include cigarette smoking and environmental tobacco smoke (ETS), prematurity or low birth weight, allergen exposure, indoor and outdoor air pollution, diet, obesity, vitamin D insufficiency, viral respiratory infections (e.g., due to crowding), psychosocial stress, and poor adherence with prescribed treatment.]
847118231;increase_['cigarette']_smoking_occurrence;[];[4072172012, 633558448];-631;74;[https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3359893/];[Known or potential EL risk factors for disparities in asthma or asthma morbidity include cigarette smoking and environmental tobacco smoke (ETS), prematurity or low birth weight, allergen exposure, indoor and outdoor air pollution, diet, obesity, vitamin D insufficiency, viral respiratory infections (e.g., due to crowding), psychosocial stress, and poor adherence with prescribed treatment.]
118266991;increase_[]_fertilizer_displacement;[4143112916];[];3217;-365;[https://e360.yale.edu/features/climate-whiplash-wild-swings-in-extreme-weather-are-on-the-rise];[In the future, weather whiplash could mean an intense drought year followed by record rains that don’t allow planting or that wash fertilizer into waterways.]
1282371930;increase_['flood']_losses_occurrence;[3439657429];[];3226;-483;[https://www.theguardian.com/cities/2019/aug/20/death-blackouts-melting-asphalt-ways-the-climate-crisis-will-change-how-we-live];[Between 2007 and 2011 alone, urban flooding in Cook County, Illinois, resulted in over 176,000 claims or flood losses at a cost of $660m (£545m).]
860393405;increase_[]_heat_amount;[];[2217336435, 1602195945, 4092905889];1846;603;[https://www.barrons.com/articles/7-ways-youre-already-paying-for-climate-change-51599995430];[Any added heat, particularly in summer months, puts workers at greater risk for dehydration, heat stroke, and other heat-related illnesses.]
1722839780;increase_[]_antisocial personality disorder_development risk;[1624072732];[];1448;-1026;[https://oxfordre.com/view/10.1093/acrefore/9780190228620.001.0001/acrefore-9780190228620-e-344];[In the decades that followed, the men who experienced maternal malnourishment during pregnancy were 2.5 times more likely than men who had not to develop antisocial personality disorder, a condition characterized by frequent violence and antisocial behavior (Neugebauer et al., 1999).]
1967557112;increase_[]_precarity_state;[1637169655, 1676904153, 711527506, 2039271593];[];1475;-785;[https://www.mdpi.com/2225-1154/8/1/12/htm];[The increasing intensity, duration, and frequency of heat waves due to human-caused climate change puts historically underserved populations in a heightened state of precarity, as studies observe that vulnerable communities—especially those within urban areas in the United States—are disproportionately exposed to extreme heat.]
1466653652;increase_[]_rain_amount;[3329965609];[];844;525;[https://www.nature.com/articles/s41612-019-0074-8];[A stalling TC inflicts strong winds on the same region for a longer time, potentially driving greater storm surge and depositing more rain.]
548405745;decrease_[]_air_temperatures;[];[1825245805, 2052751742];-1337;-642;[https://www.intechopen.com/books/contemporary-topics-of-pneumonia/pneumonia-a-challenging-health-concern-with-the-climate-change];[The threat on global health are highlighted by many previous studies such as one report from Australia about an increased incidence in childhood pneumonia associated with sharp temperature drops from 1 day to the next [10], or the outbreak of Hantavirus, which occurred in Panama in 2000, linked to the increase in rodent population attributed to a substantial increase in rainfall [11].]
2739167119;increase_['Antarctic']_glaciers_melting occurrence;[3873225645];[2970002702];3488;728;[https://www.washingtonpost.com/graphics/2019/lifestyle/magazine/climate-change-covers/];[Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades.]
